,text,chapter,x,y,sent_size
9863,"He said inwardly that he was getting too much worn; he would not sit up with the patient to-night, but leave him to Mrs. Abel, who, if necessary, could call her husband.",CHAPTER LXX.,11.887506,2.2372403,32
9864,"At six o’clock, Raffles, having had only fitful perturbed snatches of sleep, from which he waked with fresh restlessness and perpetual cries that he was sinking away, Bulstrode began to administer the opium according to Lydgate’s directions.",CHAPTER LXX.,4.8963146,4.5587683,37
9865,At the end of half an hour or more he called Mrs. Abel and told her that he found himself unfit for further watching.,CHAPTER LXX.,11.861989,2.29247,24
9866,He must now consign the patient to her care; and he proceeded to repeat to her Lydgate’s directions as to the quantity of each dose.,CHAPTER LXX.,5.3353996,2.9602323,25
9867,"Mrs. Abel had not before known anything of Lydgate’s prescriptions; she had simply prepared and brought whatever Bulstrode ordered, and had done what he pointed out to her.",CHAPTER LXX.,4.615464,3.325646,28
9868,She began now to ask what else she should do besides administering the opium.,CHAPTER LXX.,6.0891056,3.5993543,14
9869,"“Nothing at present, except the offer of the soup or the soda-water: you can come to me for further directions.",CHAPTER LXX.,9.714472,4.984195,20
9870,"Unless there is any important change, I shall not come into the room again to-night.",CHAPTER LXX.,8.352911,5.3877225,15
9871,You will ask your husband for help if necessary.,CHAPTER LXX.,7.9520726,4.294887,9
9872,"I must go to bed early.”  “You’ve much need, sir, I’m sure,” said Mrs. Abel, “and to take something more strengthening than what you’ve done.”  Bulstrode went away now without anxiety as to what Raffles might say in his raving, which had taken on a muttering incoherence not likely to create any dangerous belief.",CHAPTER LXX.,4.509376,4.5362577,54
9873,At any rate he must risk this.,CHAPTER LXX.,7.9966974,3.8525705,7
9874,"He went down into the wainscoted parlor first, and began to consider whether he would not have his horse saddled and go home by the moonlight, and give up caring for earthly consequences.",CHAPTER LXX.,7.754794,2.0035276,33
9875,"Then, he wished that he had begged Lydgate to come again that evening.",CHAPTER LXX.,4.523508,1.9840833,13
9876,"Perhaps he might deliver a different opinion, and think that Raffles was getting into a less hopeful state.",CHAPTER LXX.,5.120526,5.226153,18
9877,Should he send for Lydgate?,CHAPTER LXX.,4.4554024,2.2768269,5
9878,"If Raffles were really getting worse, and slowly dying, Bulstrode felt that he could go to bed and sleep in gratitude to Providence.",CHAPTER LXX.,4.76319,4.8010263,23
9879,But was he worse?,CHAPTER LXX.,8.023526,3.707359,4
9880,"Lydgate might come and simply say that he was going on as he expected, and predict that he would by-and-by fall into a good sleep, and get well.",CHAPTER LXX.,4.5808992,2.1720939,28
9881,What was the use of sending for him?,CHAPTER LXX.,7.4290075,2.3437822,8
9882,Bulstrode shrank from that result.,CHAPTER LXX.,4.1024175,4.464993,5
9883,"No ideas or opinions could hinder him from seeing the one probability to be, that Raffles recovered would be just the same man as before, with his strength as a tormentor renewed, obliging him to drag away his wife to spend her years apart from her friends and native place, carrying an alienating suspicion against him in her heart.",CHAPTER LXX.,5.1078615,5.166801,59
9884,"He had sat an hour and a half in this conflict by the firelight only, when a sudden thought made him rise and light the bed-candle, which he had brought down with him.",CHAPTER LXX.,8.818975,1.5819014,33
9885,"The thought was, that he had not told Mrs. Abel when the doses of opium must cease.",CHAPTER LXX.,6.137056,3.6452644,17
9886,"He took hold of the candlestick, but stood motionless for a long while.",CHAPTER LXX.,8.840933,1.6132144,13
9887,She might already have given him more than Lydgate had prescribed.,CHAPTER LXX.,5.0113177,2.7818003,11
9888,"But it was excusable in him, that he should forget part of an order, in his present wearied condition.",CHAPTER LXX.,7.4293313,2.7719553,19
9889,"He walked up-stairs, candle in hand, not knowing whether he should straightway enter his own room and go to bed, or turn to the patient’s room and rectify his omission.",CHAPTER LXX.,8.369053,1.513043,30
9890,"He paused in the passage, with his face turned towards Raffles’s room, and he could hear him moaning and murmuring.",CHAPTER LXX.,5.2742476,5.16515,20
9891,"He was not asleep, then.",CHAPTER LXX.,8.948268,1.5547013,5
9892,"Who could know that Lydgate’s prescription would not be better disobeyed than followed, since there was still no sleep?",CHAPTER LXX.,4.9836903,2.7848825,19
9893,He turned into his own room.,CHAPTER LXX.,8.020612,1.5884744,6
9894,"Before he had quite undressed, Mrs. Abel rapped at the door; he opened it an inch, so that he could hear her speak low.",CHAPTER LXX.,11.852297,2.2682498,24
9895,"“If you please, sir, should I have no brandy nor nothing to give the poor creetur?",CHAPTER LXX.,5.758068,4.6726365,16
9896,"He feels sinking away, and nothing else will he swaller—and but little strength in it, if he did—only the opium.",CHAPTER LXX.,6.2834454,3.4781709,20
9897,"And he says more and more he’s sinking down through the earth.”  To her surprise, Mr. Bulstrode did not answer.",CHAPTER LXX.,4.2449307,4.276767,20
9898,A struggle was going on within him.,CHAPTER LXX.,8.225957,2.6388683,7
9899,"“I think he must die for want o’ support, if he goes on in that way.",CHAPTER LXX.,9.27527,4.28698,16
9900,"When I nursed my poor master, Mr. Robisson, I had to give him port-wine and brandy constant, and a big glass at a time,” added Mrs. Abel, with a touch of remonstrance in her tone.",CHAPTER LXX.,11.82652,2.3138332,35
9901,"But again Mr. Bulstrode did not answer immediately, and she continued, “It’s not a time to spare when people are at death’s door, nor would you wish it, sir, I’m sure.",CHAPTER LXX.,4.4046903,4.089114,31
9902,Else I should give him our own bottle o’ rum as we keep by us.,CHAPTER LXX.,7.8634014,4.237183,15
9903,"But a sitter-up so as you’ve been, and doing everything as laid in your power—”  Here a key was thrust through the inch of doorway, and Mr. Bulstrode said huskily, “That is the key of the wine-cooler.",CHAPTER LXX.,5.7122064,3.8905044,37
9904,You will find plenty of brandy there.”  Early in the morning—about six—Mr.,CHAPTER LXX.,5.7080626,4.709399,12
9905,Bulstrode rose and spent some time in prayer.,CHAPTER LXX.,4.2876287,4.3293033,8
9906,Does any one suppose that private prayer is necessarily candid—necessarily goes to the roots of action?,CHAPTER LXX.,7.7459035,3.7635262,16
9907,"Private prayer is inaudible speech, and speech is representative: who can represent himself just as he is, even in his own reflections?",CHAPTER LXX.,7.7075815,3.6681807,22
9908,Bulstrode had not yet unravelled in his thought the confused promptings of the last four-and-twenty hours.,CHAPTER LXX.,4.159031,4.4245567,16
9909,"He listened in the passage, and could hear hard stertorous breathing.",CHAPTER LXX.,8.158159,1.9971318,11
9910,"Then he walked out in the garden, and looked at the early rime on the grass and fresh spring leaves.",CHAPTER LXX.,8.526175,1.051754,20
9911,"When he re-entered the house, he felt startled at the sight of Mrs. Abel.",CHAPTER LXX.,11.859293,2.2845314,14
9912,"“How is your patient—asleep, I think?” he said, with an attempt at cheerfulness in his tone.",CHAPTER LXX.,6.3224735,3.2564125,16
9913,"“He’s gone very deep, sir,” said Mrs. Abel.",CHAPTER LXX.,11.853944,2.3140812,8
9914,“He went off gradual between three and four o’clock.,CHAPTER LXX.,7.6635365,1.8317475,9
9915,Would you please to go and look at him?,CHAPTER LXX.,8.817366,4.049171,9
9916,I thought it no harm to leave him.,CHAPTER LXX.,8.532795,3.937653,8
9917,"My man’s gone afield, and the little girl’s seeing to the kettles.”  Bulstrode went up.",CHAPTER LXX.,4.219955,4.41082,15
9918,"At a glance he knew that Raffles was not in the sleep which brings revival, but in the sleep which streams deeper and deeper into the gulf of death.",CHAPTER LXX.,5.102213,5.058723,29
9919,"He looked round the room and saw a bottle with some brandy in it, and the almost empty opium phial.",CHAPTER LXX.,5.8628354,3.9794633,20
9920,"He put the phial out of sight, and carried the brandy-bottle down-stairs with him, locking it again in the wine-cooler.",CHAPTER LXX.,5.863394,4.0408254,20
9921,"While breakfasting he considered whether he should ride to Middlemarch at once, or wait for Lydgate’s arrival.",CHAPTER LXX.,5.285336,2.265797,17
9922,"He decided to wait, and told Mrs. Abel that she might go about her work—he could watch in the bed-chamber.",CHAPTER LXX.,11.858648,2.2905986,20
9923,"As he sat there and beheld the enemy of his peace going irrevocably into silence, he felt more at rest than he had done for many months.",CHAPTER LXX.,7.984019,2.2527945,27
9924,"His conscience was soothed by the enfolding wing of secrecy, which seemed just then like an angel sent down for his relief.",CHAPTER LXX.,8.070102,2.57108,22
9925,"He drew out his pocket-book to review various memoranda there as to the arrangements he had projected and partly carried out in the prospect of quitting Middlemarch, and considered how far he would let them stand or recall them, now that his absence would be brief.",CHAPTER LXX.,7.092627,2.3497386,46
9926,"Some economies which he felt desirable might still find a suitable occasion in his temporary withdrawal from management, and he hoped still that Mrs. Casaubon would take a large share in the expenses of the Hospital.",CHAPTER LXX.,7.908363,-0.04665799,36
9927,"In that way the moments passed, until a change in the stertorous breathing was marked enough to draw his attention wholly to the bed, and forced him to think of the departing life, which had once been subservient to his own—which he had once been glad to find base enough for him to act on as he would.",CHAPTER LXX.,8.204095,2.1228237,58
9928,It was his gladness then which impelled him now to be glad that the life was at an end.,CHAPTER LXX.,8.1340685,2.4666414,19
9929,And who could say that the death of Raffles had been hastened?,CHAPTER LXX.,5.050109,5.128544,12
9930,Who knew what would have saved him?,CHAPTER LXX.,7.8879404,2.734792,7
9931,"Lydgate arrived at half-past ten, in time to witness the final pause of the breath.",CHAPTER LXX.,4.410643,1.8717021,15
9932,"When he entered the room Bulstrode observed a sudden expression in his face, which was not so much surprise as a recognition that he had not judged correctly.",CHAPTER LXX.,4.2326217,4.410599,28
9933,"He stood by the bed in silence for some time, with his eyes turned on the dying man, but with that subdued activity of expression which showed that he was carrying on an inward debate.",CHAPTER LXX.,8.869326,1.87182,35
9934,"“When did this change begin?” said he, looking at Bulstrode.",CHAPTER LXX.,4.3104715,4.3327794,10
9935,"“I did not watch by him last night,” said Bulstrode.",CHAPTER LXX.,4.2128344,4.3742743,10
9936,"“I was over-worn, and left him under Mrs. Abel’s care.",CHAPTER LXX.,11.855127,2.3125827,10
9937,She said that he sank into sleep between three and four o’clock.,CHAPTER LXX.,8.983969,1.4230984,12
9938,"When I came in before eight he was nearly in this condition.”  Lydgate did not ask another question, but watched in silence until he said, “It’s all over.”  This morning Lydgate was in a state of recovered hope and freedom.",CHAPTER LXX.,4.452968,2.0441532,40
9939,"He had set out on his work with all his old animation, and felt himself strong enough to bear all the deficiencies of his married life.",CHAPTER LXX.,7.8654404,2.7027256,26
9940,And he was conscious that Bulstrode had been a benefactor to him.,CHAPTER LXX.,4.112547,4.5144286,12
9941,But he was uneasy about this case.,CHAPTER LXX.,8.331928,3.089023,7
9942,He had not expected it to terminate as it had done.,CHAPTER LXX.,7.774279,3.3237264,11
9943,"Yet he hardly knew how to put a question on the subject to Bulstrode without appearing to insult him; and if he examined the housekeeper—why, the man was dead.",CHAPTER LXX.,4.2746816,4.2359414,29
9944,There seemed to be no use in implying that somebody’s ignorance or imprudence had killed him.,CHAPTER LXX.,7.878212,2.955595,16
9945,"And after all, he himself might be wrong.",CHAPTER LXX.,8.388619,3.9329267,8
9946,"He and Bulstrode rode back to Middlemarch together, talking of many things—chiefly cholera and the chances of the Reform Bill in the House of Lords, and the firm resolve of the political Unions.",CHAPTER LXX.,4.585438,3.8791199,33
9947,"Nothing was said about Raffles, except that Bulstrode mentioned the necessity of having a grave for him in Lowick churchyard, and observed that, so far as he knew, the poor man had no connections, except Rigg, whom he had stated to be unfriendly towards him.",CHAPTER LXX.,4.868924,4.8808827,45
9948,On returning home Lydgate had a visit from Mr. Farebrother.,CHAPTER LXX.,5.0401354,2.4193091,10
9949,"The Vicar had not been in the town the day before, but the news that there was an execution in Lydgate’s house had got to Lowick by the evening, having been carried by Mr. Spicer, shoemaker and parish-clerk, who had it from his brother, the respectable bell-hanger in Lowick Gate.",CHAPTER LXX.,5.4314413,2.2675683,50
9950,"Since that evening when Lydgate had come down from the billiard room with Fred Vincy, Mr. Farebrother’s thoughts about him had been rather gloomy.",CHAPTER LXX.,5.1110353,2.4042306,24
9951,Playing at the Green Dragon once or oftener might have been a trifle in another man; but in Lydgate it was one of several signs that he was getting unlike his former self.,CHAPTER LXX.,4.8622494,2.0913556,33
9952,He was beginning to do things for which he had formerly even an excessive scorn.,CHAPTER LXX.,7.7339697,2.4992623,15
9953,"Whatever certain dissatisfactions in marriage, which some silly tinklings of gossip had given him hints of, might have to do with this change, Mr. Farebrother felt sure that it was chiefly connected with the debts which were being more and more distinctly reported, and he began to fear that any notion of Lydgate’s having resources or friends in the background must be quite illusory.",CHAPTER LXX.,5.022186,2.3196702,64
9954,"The rebuff he had met with in his first attempt to win Lydgate’s confidence, disinclined him to a second; but this news of the execution being actually in the house, determined the Vicar to overcome his reluctance.",CHAPTER LXX.,4.936267,2.3891373,37
9955,"Lydgate had just dismissed a poor patient, in whom he was much interested, and he came forward to put out his hand—with an open cheerfulness which surprised Mr. Farebrother.",CHAPTER LXX.,5.0586596,2.354835,29
9956,Could this too be a proud rejection of sympathy and help?,CHAPTER LXX.,9.687204,2.9175897,11
9957,Never mind; the sympathy and help should be offered.,CHAPTER LXX.,9.596896,3.0094185,9
9958,"“How are you, Lydgate?",CHAPTER LXX.,4.3521576,1.7031984,4
9959,"I came to see you because I had heard something which made me anxious about you,” said the Vicar, in the tone of a good brother, only that there was no reproach in it.",CHAPTER LXX.,6.2116594,4.170083,34
9960,"They were both seated by this time, and Lydgate answered immediately—  “I think I know what you mean.",CHAPTER LXX.,4.5193543,1.7723604,18
9961,"You had heard that there was an execution in the house?”  “Yes; is it true?”  “It was true,” said Lydgate, with an air of freedom, as if he did not mind talking about the affair now.",CHAPTER LXX.,4.5235796,1.9653777,36
9962,“But the danger is over; the debt is paid.,CHAPTER LXX.,7.2529516,5.016491,9
9963,"I am out of my difficulties now: I shall be freed from debts, and able, I hope, to start afresh on a better plan.”  “I am very thankful to hear it,” said the Vicar, falling back in his chair, and speaking with that low-toned quickness which often follows the removal of a load.",CHAPTER LXX.,6.323356,4.133175,53
9964,"“I like that better than all the news in the ‘Times.’ I confess I came to you with a heavy heart.”  “Thank you for coming,” said Lydgate, cordially.",CHAPTER LXX.,4.3490715,1.7321748,28
9965,“I can enjoy the kindness all the more because I am happier.,CHAPTER LXX.,9.515327,4.313112,12
9966,I have certainly been a good deal crushed.,CHAPTER LXX.,7.7252836,5.51138,8
9967,"I’m afraid I shall find the bruises still painful by-and by,” he added, smiling rather sadly; “but just now I can only feel that the torture-screw is off.”  Mr. Farebrother was silent for a moment, and then said earnestly, “My dear fellow, let me ask you one question.",CHAPTER LXX.,6.5180645,3.7553406,48
9968,"Forgive me if I take a liberty.”  “I don’t believe you will ask anything that ought to offend me.”  “Then—this is necessary to set my heart quite at rest—you have not—have you?—in order to pay your debts, incurred another debt which may harass you worse hereafter?”  “No,” said Lydgate, coloring slightly.",CHAPTER LXX.,8.032304,4.7615056,51
9969,“There is no reason why I should not tell you—since the fact is so—that the person to whom I am indebted is Bulstrode.,CHAPTER LXX.,4.5270953,4.1562557,23
9970,"He has made me a very handsome advance—a thousand pounds—and he can afford to wait for repayment.”  “Well, that is generous,” said Mr. Farebrother, compelling himself to approve of the man whom he disliked.",CHAPTER LXX.,6.628247,4.356407,34
9971,His delicate feeling shrank from dwelling even in his thought on the fact that he had always urged Lydgate to avoid any personal entanglement with Bulstrode.,CHAPTER LXX.,4.557844,3.2705579,26
9972,"He added immediately, “And Bulstrode must naturally feel an interest in your welfare, after you have worked with him in a way which has probably reduced your income instead of adding to it.",CHAPTER LXX.,4.4992743,4.3379226,33
9973,I am glad to think that he has acted accordingly.”  Lydgate felt uncomfortable under these kindly suppositions.,CHAPTER LXX.,4.5129113,2.1186874,17
9974,"They made more distinct within him the uneasy consciousness which had shown its first dim stirrings only a few hours before, that Bulstrode’s motives for his sudden beneficence following close upon the chillest indifference might be merely selfish.",CHAPTER LXX.,4.01352,4.4284644,38
9975,He let the kindly suppositions pass.,CHAPTER LXX.,8.806814,3.7690957,6
9976,"He could not tell the history of the loan, but it was more vividly present with him than ever, as well as the fact which the Vicar delicately ignored—that this relation of personal indebtedness to Bulstrode was what he had once been most resolved to avoid.",CHAPTER LXX.,4.8045278,4.022178,46
9977,"He began, instead of answering, to speak of his projected economies, and of his having come to look at his life from a different point of view.",CHAPTER LXX.,7.739541,2.8016808,27
9978,"“I shall set up a surgery,” he said.",CHAPTER LXX.,9.767605,4.39004,8
9979,“I really think I made a mistaken effort in that respect.,CHAPTER LXX.,9.849734,4.8159766,11
9980,"And if Rosamond will not mind, I shall take an apprentice.",CHAPTER LXX.,6.5776634,1.224825,11
9981,"I don’t like these things, but if one carries them out faithfully they are not really lowering.",CHAPTER LXX.,7.7027326,4.895643,17
9982,I have had a severe galling to begin with: that will make the small rubs seem easy.”  Poor Lydgate!,CHAPTER LXX.,4.675287,2.1304822,19
9983,"the “if Rosamond will not mind,” which had fallen from him involuntarily as part of his thought, was a significant mark of the yoke he bore.",CHAPTER LXX.,6.6800427,1.2809789,26
9984,"But Mr. Farebrother, whose hopes entered strongly into the same current with Lydgate’s, and who knew nothing about him that could now raise a melancholy presentiment, left him with affectionate congratulation.",CHAPTER LXX.,5.223327,2.4542334,31
9985,"
Clown. . . . ’Twas in the Bunch of Grapes, where, indeed, you have a delight to sit, have you not?",CHAPTER LXXI.,6.7910824,2.8522003,21
9986,Froth.,CHAPTER LXXI.,10.004285,4.77258,1
9987,"I have so: because it is an open room, and good for winter.",CHAPTER LXXI.,9.243025,-0.017027257,13
9988,Clo.,CHAPTER LXXI.,10.878884,-0.88350236,1
9989,"Why, very well then: I hope here be truths.",CHAPTER LXXI.,8.645719,5.609907,9
9990,—Measure for Measure.,CHAPTER LXXI.,8.441817,4.9029746,3
9991,"Five days after the death of Raffles, Mr. Bambridge was standing at his leisure under the large archway leading into the yard of the Green Dragon.",CHAPTER LXXI.,5.8167477,4.868295,26
9992,"He was not fond of solitary contemplation, but he had only just come out of the house, and any human figure standing at ease under the archway in the early afternoon was as certain to attract companionship as a pigeon which has found something worth pecking at.",CHAPTER LXXI.,7.8874245,1.9657422,47
9993,"In this case there was no material object to feed upon, but the eye of reason saw a probability of mental sustenance in the shape of gossip.",CHAPTER LXXI.,9.665425,1.3392868,27
9994,"Mr. Hopkins, the meek-mannered draper opposite, was the first to act on this inward vision, being the more ambitious of a little masculine talk because his customers were chiefly women.",CHAPTER LXXI.,5.296623,1.9477897,30
9995,"Mr. Bambridge was rather curt to the draper, feeling that Hopkins was of course glad to talk to him, but that he was not going to waste much of his talk on Hopkins.",CHAPTER LXXI.,5.972271,4.88175,33
9996,"Soon, however, there was a small cluster of more important listeners, who were either deposited from the passers-by, or had sauntered to the spot expressly to see if there were anything going on at the Green Dragon; and Mr. Bambridge was finding it worth his while to say many impressive things about the fine studs he had been seeing and the purchases he had made on a journey in the north from which he had just returned.",CHAPTER LXXI.,5.931435,4.77981,77
9997,"Gentlemen present were assured that when they could show him anything to cut out a blood mare, a bay, rising four, which was to be seen at Doncaster if they chose to go and look at it, Mr. Bambridge would gratify them by being shot “from here to Hereford.” Also, a pair of blacks which he was going to put into the break recalled vividly to his mind a pair which he had sold to Faulkner in ’19, for a hundred guineas, and which Faulkner had sold for a hundred and sixty two months later—any gent who could disprove this statement being offered the privilege of calling Mr. Bambridge by a very ugly name until the exercise made his throat dry.",CHAPTER LXXI.,6.0394754,5.0879807,121
9998,"When the discourse was at this point of animation, came up Mr. Frank Hawley.",CHAPTER LXXI.,5.4843526,4.03999,14
9999,"He was not a man to compromise his dignity by lounging at the Green Dragon, but happening to pass along the High Street and seeing Bambridge on the other side, he took some of his long strides across to ask the horsedealer whether he had found the first-rate gig-horse which he had engaged to look for.",CHAPTER LXXI.,6.0534034,4.9221325,56
10000,"Mr. Hawley was requested to wait until he had seen a gray selected at Bilkley: if that did not meet his wishes to a hair, Bambridge did not know a horse when he saw it, which seemed to be the highest conceivable unlikelihood.",CHAPTER LXXI.,6.1192274,4.9798026,43
10001,"Mr. Hawley, standing with his back to the street, was fixing a time for looking at the gray and seeing it tried, when a horseman passed slowly by.",CHAPTER LXXI.,6.136674,4.926313,28
10002,"“Bulstrode!” said two or three voices at once in a low tone, one of them, which was the draper’s, respectfully prefixing the “Mr.",CHAPTER LXXI.,4.330338,4.2696743,23
10003,;” but nobody having more intention in this interjectural naming than if they had said “the Riverston coach” when that vehicle appeared in the distance.,CHAPTER LXXI.,6.8036427,2.167834,25
10004,"Mr. Hawley gave a careless glance round at Bulstrode’s back, but as Bambridge’s eyes followed it he made a sarcastic grimace.",CHAPTER LXXI.,4.6659126,4.2346816,21
10005,“By jingo!,CHAPTER LXXI.,9.51802,6.047323,2
10006,"that reminds me,” he began, lowering his voice a little, “I picked up something else at Bilkley besides your gig-horse, Mr. Hawley.",CHAPTER LXXI.,5.4764857,4.1191316,22
10007,I picked up a fine story about Bulstrode.,CHAPTER LXXI.,4.1464334,4.334259,8
10008,Do you know how he came by his fortune?,CHAPTER LXXI.,7.003636,3.141254,9
10009,"Any gentleman wanting a bit of curious information, I can give it him free of expense.",CHAPTER LXXI.,7.8193784,5.28289,16
10010,"If everybody got their deserts, Bulstrode might have had to say his prayers at Botany Bay.”  “What do you mean?” said Mr. Hawley, thrusting his hands into his pockets, and pushing a little forward under the archway.",CHAPTER LXXI.,4.4159083,4.4047065,37
10011,"If Bulstrode should turn out to be a rascal, Frank Hawley had a prophetic soul.",CHAPTER LXXI.,4.335554,4.290868,15
10012,“I had it from a party who was an old chum of Bulstrode’s.,CHAPTER LXXI.,4.410594,4.267852,13
10013,"I’ll tell you where I first picked him up,” said Bambridge, with a sudden gesture of his fore-finger.",CHAPTER LXXI.,6.005901,4.9235334,18
10014,"“He was at Larcher’s sale, but I knew nothing of him then—he slipped through my fingers—was after Bulstrode, no doubt.",CHAPTER LXXI.,4.2561646,4.37007,20
10015,"He tells me he can tap Bulstrode to any amount, knows all his secrets.",CHAPTER LXXI.,4.1463957,4.4922447,14
10016,"However, he blabbed to me at Bilkley: he takes a stiff glass.",CHAPTER LXXI.,5.305785,4.134028,12
10017,"Damme if I think he meant to turn king’s evidence; but he’s that sort of bragging fellow, the bragging runs over hedge and ditch with him, till he’d brag of a spavin as if it ’ud fetch money.",CHAPTER LXXI.,4.6739273,3.21102,38
10018,"A man should know when to pull up.” Mr. Bambridge made this remark with an air of disgust, satisfied that his own bragging showed a fine sense of the marketable.",CHAPTER LXXI.,6.054496,4.922052,30
10019,“What’s the man’s name?,CHAPTER LXXI.,0.7574312,-2.8841975,4
10020,Where can he be found?” said Mr. Hawley.,CHAPTER LXXI.,5.514656,4.0771475,8
10021,"“As to where he is to be found, I left him to it at the Saracen’s Head; but his name is Raffles.”  “Raffles!” exclaimed Mr. Hopkins.",CHAPTER LXXI.,5.0122027,5.20245,26
10022,“I furnished his funeral yesterday.,CHAPTER LXXI.,8.044464,1.1800193,5
10023,He was buried at Lowick.,CHAPTER LXXI.,9.240664,-0.10722476,5
10024,Mr. Bulstrode followed him.,CHAPTER LXXI.,4.2393494,4.3971214,4
10025,A very decent funeral.” There was a strong sensation among the listeners.,CHAPTER LXXI.,8.066308,1.1133455,12
10026,"Mr. Bambridge gave an ejaculation in which “brimstone” was the mildest word, and Mr. Hawley, knitting his brows and bending his head forward, exclaimed, “What?—where did the man die?”  “At Stone Court,” said the draper.",CHAPTER LXXI.,5.8625975,4.840804,35
10027,“The housekeeper said he was a relation of the master’s.,CHAPTER LXXI.,9.750138,3.3268619,10
10028,"He came there ill on Friday.”  “Why, it was on Wednesday I took a glass with him,” interposed Bambridge.",CHAPTER LXXI.,5.9244847,4.8567996,19
10029,“Did any doctor attend him?” said Mr. Hawley  “Yes.,CHAPTER LXXI.,5.5648,3.88903,9
10030,Mr. Lydgate.,CHAPTER LXXI.,4.350813,2.1856437,2
10031,Mr. Bulstrode sat up with him one night.,CHAPTER LXXI.,4.279376,4.376207,8
10032,"He died the third morning.”  “Go on, Bambridge,” said Mr. Hawley, insistently.",CHAPTER LXXI.,5.858076,4.8407445,12
10033,"“What did this fellow say about Bulstrode?”  The group had already become larger, the town-clerk’s presence being a guarantee that something worth listening to was going on there; and Mr. Bambridge delivered his narrative in the hearing of seven.",CHAPTER LXXI.,4.62191,4.2963786,39
10034,"It was mainly what we know, including the fact about Will Ladislaw, with some local color and circumstance added: it was what Bulstrode had dreaded the betrayal of—and hoped to have buried forever with the corpse of Raffles—it was that haunting ghost of his earlier life which as he rode past the archway of the Green Dragon he was trusting that Providence had delivered him from.",CHAPTER LXXI.,4.769994,4.1386805,66
10035,"Yes, Providence.",CHAPTER LXXI.,7.3529253,2.4610353,2
10036,He had not confessed to himself yet that he had done anything in the way of contrivance to this end; he had accepted what seemed to have been offered.,CHAPTER LXXI.,7.812675,2.8214517,29
10037,It was impossible to prove that he had done anything which hastened the departure of that man’s soul.,CHAPTER LXXI.,8.026542,2.9911413,18
10038,But this gossip about Bulstrode spread through Middlemarch like the smell of fire.,CHAPTER LXXI.,4.2165203,4.3503885,13
10039,"Mr. Frank Hawley followed up his information by sending a clerk whom he could trust to Stone Court on a pretext of inquiring about hay, but really to gather all that could be learned about Raffles and his illness from Mrs. Abel.",CHAPTER LXXI.,5.397678,4.2316904,42
10040,"In this way it came to his knowledge that Mr. Garth had carried the man to Stone Court in his gig; and Mr. Hawley in consequence took an opportunity of seeing Caleb, calling at his office to ask whether he had time to undertake an arbitration if it were required, and then asking him incidentally about Raffles.",CHAPTER LXXI.,5.09058,4.6224027,57
10041,"Caleb was betrayed into no word injurious to Bulstrode beyond the fact which he was forced to admit, that he had given up acting for him within the last week.",CHAPTER LXXI.,11.818492,6.7642565,30
10042,"Mr Hawley drew his inferences, and feeling convinced that Raffles had told his story to Garth, and that Garth had given up Bulstrode’s affairs in consequence, said so a few hours later to Mr. Toller.",CHAPTER LXXI.,5.0751524,4.2074046,35
10043,"The statement was passed on until it had quite lost the stamp of an inference, and was taken as information coming straight from Garth, so that even a diligent historian might have concluded Caleb to be the chief publisher of Bulstrode’s misdemeanors.",CHAPTER LXXI.,4.4856906,4.3981466,42
10044,Mr. Hawley was not slow to perceive that there was no handle for the law either in the revelations made by Raffles or in the circumstances of his death.,CHAPTER LXXI.,5.4337015,4.0965095,29
10045,"He had himself ridden to Lowick village that he might look at the register and talk over the whole matter with Mr. Farebrother, who was not more surprised than the lawyer that an ugly secret should have come to light about Bulstrode, though he had always had justice enough in him to hinder his antipathy from turning into conclusions.",CHAPTER LXXI.,4.663876,3.9672706,59
10046,"But while they were talking another combination was silently going forward in Mr. Farebrother’s mind, which foreshadowed what was soon to be loudly spoken of in Middlemarch as a necessary “putting of two and two together.” With the reasons which kept Bulstrode in dread of Raffles there flashed the thought that the dread might have something to do with his munificence towards his medical man; and though he resisted the suggestion that it had been consciously accepted in any way as a bribe, he had a foreboding that this complication of things might be of malignant effect on Lydgate’s reputation.",CHAPTER LXXI.,4.6413383,3.650757,100
10047,"He perceived that Mr. Hawley knew nothing at present of the sudden relief from debt, and he himself was careful to glide away from all approaches towards the subject.",CHAPTER LXXI.,5.599066,4.0832367,29
10048,"“Well,” he said, with a deep breath, wanting to wind up the illimitable discussion of what might have been, though nothing could be legally proven, “it is a strange story.",CHAPTER LXXI.,10.141322,4.3671675,30
10049,So our mercurial Ladislaw has a queer genealogy!,CHAPTER LXXI.,5.6583986,-0.2646359,8
10050,"A high-spirited young lady and a musical Polish patriot made a likely enough stock for him to spring from, but I should never have suspected a grafting of the Jew pawnbroker.",CHAPTER LXXI.,5.011232,4.804522,31
10051,"However, there’s no knowing what a mixture will turn out beforehand.",CHAPTER LXXI.,8.137109,4.70324,11
10052,"Some sorts of dirt serve to clarify.”  “It’s just what I should have expected,” said Mr. Hawley, mounting his horse.",CHAPTER LXXI.,6.3897934,4.937094,20
10053,"“Any cursed alien blood, Jew, Corsican, or Gypsy.”  “I know he’s one of your black sheep, Hawley.",CHAPTER LXXI.,5.5141673,4.055609,17
10054,"But he is really a disinterested, unworldly fellow,” said Mr. Farebrother, smiling.",CHAPTER LXXI.,6.49599,3.7709455,12
